0.mp3|അതിന്റെ ടിന്നിൽ തന്നെ അത് എഴുതിയിട്ടുണ്ട്
20.mp3|കോവിഷീല്ഡ് കോവാക്സിൻ എന്നിവയുടെ രണ്ടാമത്തെ ഡോസ് കാലതാമസം കൂടാതെ എല്ലാവരും എടുക്കേണ്ടതാണ്.
21.mp3|ഭൂമി പാട്ടത്തിന് നൽകുന്നതിനുള്ള അധികാരം ആ സ്ഥലത്ത് സ്ഥിതി ചെയ്യുന്ന സ്ഥാപനത്തിന്റെ മേധാവിയിൽ നിക്ഷിപ്തമാക്കും.
22.mp3|വീടിന്റെ പരിമിതമായ ഇടങ്ങളിൽ മുഴുവനായും പുരുഷൻ നീണ്ടു നിവർന്നു കിടക്കുകയും സ്ത്രീകൾ ഞെരുങ്ങിപ്പോവുകയുമായിരിക്കും.
23.mp3|ഈ അതിബൃഹത്തായ വിവരശേഖരത്തിൽ തപ്പിത്തിരഞ്ഞ് എനിക്ക് ഒറ്റ ക്ലിക്കിൽ വിവരങ്ങൾ ലഭ്യമാകണം.
24.mp3|സ്ത്രീകളെ വീടുകളിൽ ഒതുക്കിയിരുത്തി അവരുടെ അധ്വാനശേഷിയെ പൂർണമായും ചൂഷണം ചെയ്യുകയും, അവരെ കൂടുതൽ വിധേയരാക്കുകയുമാണ് ഈ വ്യവസ്ഥിതി.
25.mp3|വിലക്കയറ്റം ഇങ്ങനെ നിൽക്കുമ്പോൾ പലിശ ഇനിയും കുറയ്ക്കുകയോ പണലഭ്യത വർദ്ധിപ്പിക്കുകയോ ചെയ്യാൻ കഴിയുകയില്ല.
26.mp3|ഗാന്ധിവധക്കേസിൽ ജീവപര്യന്തം ശിക്ഷിക്കപ്പെട്ട ഗോഡ്സെയുടെ സഹോദരൻ ഗോപാൽ ഗോഡ്സെ ആയിരത്തി തൊള്ളായിരത്തി അറുപത്തിനാലിലാണ് ജയിൽ മോചിതനായത്.
27.mp3|ഇടതുപക്ഷ-പുരോഗമന കാഴ്ചപ്പാടുള്ളവർപോലും ഈ പരീക്ഷണരീതിയെപ്പറ്റി വളരെ ആദരണീയതയോടു കൂടിമാത്രം സംസാരിക്കുന്നത് ശ്രദ്ധയിൽപെട്ടിട്ടുണ്ട്.
28.mp3|സിനിമയിലും നാടകത്തിലും പത്രസാഹിത്യപ്രവർത്തനങ്ങളിലുമൊക്കെ ഒരുപോലെ വ്യക്തിമുദ്ര പതിപ്പിച്ചയാളാണ് അദ്ദേഹം.
29.mp3|ഗാന്ധി നടത്തിയ ഇടപെടലുകൾ ഗാന്ധിക്കു മാത്രം ചെയ്യാൻ കഴിയുന്നവയായിരുന്നു.
30.mp3|ദേവേന്ദ്രന്റെ വാഹനമായ ഐരാവതം എന്ന ആനക്ക് വെളുത്തനിറമാണ്
31.mp3|അങ്ങനെയാണ് ഗാന്ധിവധത്തിന്റെ സൂത്രധാരന്മാരെക്കുറിച്ച് അന്വേഷിക്കാൻ സുപ്രിംകോടതി ജഡ്ജിയായിരുന്ന ജസ്റ്റിസ് ജീവൻലാൽ കപൂറിനെ ചുമതലപ്പെടുത്തിയത്.
32.mp3|ഇറക്കുമതി ചെയ്യുന്ന ആണവനിലയങ്ങൾ സ്ഥാപിക്കാനായി നാല് സ്ഥലങ്ങൾ തെരഞ്ഞെടുത്തു.
33.mp3|പട്ടിയെ വളർത്തുന്നതിനോടാണ് എനിക്ക് വിരോധം.
34.mp3|പക്ഷേ, തീർത്തും അശാസ്ത്രീയവും അടിസ്ഥാനരഹിതവുമായ ആരോപണങ്ങളുയർത്തി ജനങ്ങളിൽ അനാവശ്യമായ ആശങ്ക പടർത്താനുള്ള ശ്രമങ്ങളാണ് ചില കേന്ദ്രങ്ങളിൽ നിന്നുമുണ്ടാകുന്നത്.
35.mp3|കേന്ദ്ര-സംസ്ഥാന സർക്കാരുകൾ ശ്രദ്ധയോടെ പരോക്ഷ നികുതികൾ കുറയ്ക്കുകയാണെങ്കിൽ ഉൽപ്പാദന ചെലവിലുള്ള സമ്മർദ്ദങ്ങൾ ലഘൂകരിക്കാനാകും.
36.mp3|പൊതുജനങ്ങൾക്ക് ഉപയോഗിക്കാവുന്ന തരത്തിലായിരുന്നു ഈ രേഖ തയ്യാറാക്കിയത്.
37.mp3|ഞാൻ അദ്ദേഹത്തെ ആദ്യമായി കണ്ടപ്പോൾ എന്നോടു സംസാരിച്ചത് ജനകീയാസൂത്രണത്തെ സംബന്ധിച്ച എന്റെ പുസ്തകത്തെക്കുറിച്ചായിരുന്നു.
38.mp3|നമുക്ക് വേഗം കഴിച്ചിട്ട് ഇറങ്ങാം, അല്ലെങ്കിൽ അവിടെ എത്തുമ്പോൾ വൈകും.
39.mp3|ഒരു കിലോ ശരീരഭാരം ഉണ്ടാകാൻ ബ്രോയ്ലർ കോഴിക്ക് ആവശ്യം വരിക ഒന്നര കിലോ തീറ്റ മാത്രമാണ്.
40.mp3|ഗോഡ്സെയെയും നാരായണൻ ആപ്തെയെയും താൻ ഒരു വർഷത്തോളമായി കണ്ടിട്ടേയില്ലെന്നാണ് സവർക്കർ കോടതിയിൽ വാദിച്ചത്.
41.mp3|ഒരു ലാപ്ടോപ്പിന് നികുതിയുൾപ്പെടെ പതിനെണ്ണായിരം രൂപ എന്ന നിരക്കിലാണ് വിതരണം ചെയ്തത്.
42.mp3|കമ്മ്യൂണിസത്തെ കുറിച്ചുള്ള നിങ്ങളുടെ ധാരണകൾ തെറ്റാണെന്ന് സ്ഥാപിക്കുകയാണെങ്കിൽ നിങ്ങളത് തിരുത്താൻ തയ്യാറാകുമോ?
43.mp3|കഴിക്കുന്ന ഭക്ഷണം ശരീരഭാരമായി മാറ്റുവാനുള്ള കഴിവ്, അതായത് ഫീഡ് കൺവെർഷൻ എഫിഷ്യൻസി, ഇവയ്ക്ക് വളരെ കൂടുതൽ ആണ്.
44.mp3|നിലവിൽ ചിലർ പ്രചരിപ്പിക്കുന്ന കാര്യങ്ങൾക്ക് വസ്തുതയുടെ പിൻബലം ഇല്ല.
45.mp3|സാംസ്കാരികവും മതപരവുമായ പരിഷ്കരണപ്രവർത്തനങ്ങളെ നവോത്ഥാനം എന്ന പേരിൽ പൊതുവായി വിവരിക്കുന്നു.
46.mp3|അദ്ദേഹം സഭയിൽ നടത്തിയ പ്രസംഗത്തിൽ ചില ഗുരുതരപിഴവുകൾ ഉണ്ട്.
47.mp3|എല്ലാ ദിവസവും കടകൾ തുറക്കണമെന്ന ആവശ്യത്തിൽനിന്ന് പിന്നോട്ടില്ലെന്ന് വ്യാപാരികൾ.
48.mp3|ദയവു ചെയ്ത് ആ വസ്ത്രങ്ങൾ തരൂ
49.mp3|കേരള സർക്കാർ മാത്രമാണു രജതജൂബിലി ആഘോഷം സംഘടിപ്പിച്ചത്.
